CLASS,OPEN,CLOSE,MA20,MA20-CLOSE,MA60,MA60-CLOSE,MA200,MA200-CLOSE,20-60 CROSS,20-200CROSS,60-200CROSS,EMA20
1,1243.681,1259.756,1251.8804,0,1234.897117,0,1292.258415,1,1,0,0,1245.197476
1,1259.743,1253.019,1252.49215,0,1235.011883,0,1291.572795,1,1,0,0,1259.114381
1,1253.035,1258.927,1252.7121,0,1235.171583,0,1290.94556,1,1,0,0,1253.581667
1,1258.925,1256.526,1252.95385,0,1235.515467,0,1290.38274,1,1,0,0,1258.698333
1,1256.541,1266.5,1253.61305,0,1235.7222,0,1289.983925,1,1,0,0,1257.475905
1,1265.003,1267.392,1254.889,0,1235.979433,0,1289.94906,1,1,0,0,1266.584952
1,1267.38,1273.799,1256.15285,0,1236.303083,0,1289.837755,1,1,0,0,1268.00219
1,1273.813,1286.693,1257.19515,0,1237.1502,0,1289.769895,1,1,0,0,1275.027
1,1286.659,1291.819,1258.71745,0,1238.185767,0,1289.80979,0,1,0,0,1287.18119
1,1291.823,1300.381,1260.5414,0,1239.084017,0,1289.93763,0,1,0,0,1292.634429
1,1300.421,1317.984,1263.4149,0,1240.32205,0,1290.38589,0,1,0,0,1302.057476
1,1317.885,1323.523,1267.46255,0,1241.8191,0,1290.977845,0,1,0,0,1318.511524
1,1323.507,1328.229,1270.5051,0,1243.408283,0,1291.45369,0,1,0,0,1323.97119
1,1328.239,1320.464,1273.46495,0,1244.8997,0,1291.85903,0,1,0,0,1327.489476
1,1320.478,1311.862,1275.7219,0,1245.890017,0,1292.15579,0,1,0,0,1319.644762
1,1311.854,1320.696,1278.40915,0,1246.854817,0,1292.535245,0,1,0,0,1312.703333
1,1320.696,1323.502,1281.81335,0,1248.40335,0,1292.8755,0,1,0,0,1320.963238
1,1324.835,1324.098,1284.6596,0,1249.824483,0,1293.25596,0,1,0,0,1323.558762
0,1324.097,1335.565,1288.62565,0,1251.294267,0,1293.819885,0,1,0,0,1325.190095
1,1335.56,1341.076,1293.22,0,1252.8832,0,1294.431625,0,1,0,0,1336.089857
1,1341.076,1330.651,1298.09055,0,1254.671517,0,1294.915405,0,1,1,0,1340.083143
1,1330.609,1331.286,1301.6353,0,1256.529867,0,1295.327735,0,1,1,0,1330.711476
0,1331.281,1325.702,1305.54865,0,1258.85795,0,1295.54115,0,1,1,0,1330.75419
0,1329.971,1338.149,1308.8874,0,1260.9183,0,1295.80337,0,1,1,0,1326.887429
0,1338.113,1350.595,1312.96855,0,1263.156317,0,1296.136095,0,1,1,0,1339.334333
0,1350.564,1336.272,1317.1733,0,1265.692817,0,1296.370795,0,1,1,0,1349.230905
0,1336.263,1336.028,1320.6173,0,1267.9004,0,1296.638875,0,1,1,0,1336.248762
0,1336.028,1349.68,1323.72875,0,1270.129317,0,1296.934595,0,1,1,0,1337.32819
0,1349.672,1339.451,1326.8781,0,1272.472483,0,1297.24625,0,1,1,0,1348.70581
0,1339.485,1338.185,1329.2597,0,1274.594517,0,1297.513285,0,1,1,0,1339.330429
0,1338.167,1340.369,1331.1499,0,1276.675467,0,1297.74293,0,1,1,0,1338.393
0,1340.366,1347.646,1332.26915,0,1279.040517,0,1297.91566,0,1,1,0,1341.062048
0,1347.651,1366.202,1333.4753,0,1281.419183,0,1298.074005,0,1,1,0,1349.413238
0,1366.214,1373.381,1335.37395,0,1284.090383,0,1298.225625,0,1,1,0,1366.885714
0,1373.371,1382.278,1338.0198,0,1286.584867,0,1298.54249,0,1,1,0,1374.228333
0,1382.228,1386.517,1341.5406,0,1289.024067,0,1298.796915,0,1,1,0,1382.681714
0,1386.542,1366.325,1344.83165,0,1291.564467,0,1298.96397,0,1,1,0,1384.593952
0,1366.298,1356.143,1346.9728,0,1293.708833,0,1299.090625,0,1,1,0,1365.355286
0,1356.133,1328.397,1348.57505,1,1295.822667,0,1299.101375,0,1,1,0,1353.500524
0,1328.381,1330.978,1348.21665,1,1297.5256,0,1299.11704,0,1,1,0,1328.64281
0,1330.966,1333.673,1347.71175,1,1299.227567,0,1299.15479,0,1,1,1,1331.234667
0,1332.44,1332.317,1347.86285,1,1300.663433,0,1299.280425,0,1,1,1,1333.543857
0,1332.32,1311.313,1347.9144,1,1302.058383,0,1299.28222,0,1,1,1,1330.316619
0,1311.291,1309.782,1347.19495,1,1303.012067,0,1299.268605,0,1,1,1,1311.16719
0,1309.783,1306.32,1345.7766,1,1304.1194,0,1299.28145,0,1,1,1,1309.452286
0,1306.319,1293.174,1343.56285,1,1305.208383,1,1299.33634,1,1,1,1,1305.068
0,1293.161,1294.163,1341.40795,1,1306.059367,1,1299.382855,1,1,1,1,1293.26819
0,1293.559,1295.94,1339.3147,1,1306.7462,1,1299.29869,1,1,1,1,1294.332238
1,1295.965,1284.507,1336.6277,1,1307.40775,1,1299.15017,1,1,1,1,1294.851143
0,1284.506,1281.195,1333.8805,1,1307.893867,1,1298.910275,1,1,1,1,1284.191571
0,1281.179,1290.726,1331.031,1,1308.531933,1,1298.69895,1,1,1,1,1282.102714
0,1290.721,1285.053,1328.54885,1,1309.42685,1,1298.517025,1,1,1,1,1290.185714
0,1285.058,1302.979,1325.4192,1,1309.799867,1,1298.31952,0,1,1,1,1286.760238
0,1303.028,1303.877,1322.25805,1,1310.36565,1,1298.02409,0,1,1,1,1303.064524
0,1303.89,1298.553,1318.78285,1,1310.841517,1,1297.637055,0,1,1,1,1303.369952
0,1298.511,1309.766,1314.5966,1,1311.51545,1,1297.30181,0,1,1,1,1299.620905
0,1309.766,1311.018,1310.75905,0,1312.468017,1,1297.0202,0,0,1,1,1309.885238
0,1311.018,1318.323,1307.9937,0,1313.2087,0,1296.768775,0,0,1,1,1311.713714
0,1318.301,1317.987,1306.1027,0,1314.434467,0,1296.56591,0,0,1,1,1318.291
0,1320.195,1326.495,1305.5822,0,1315.67295,0,1296.32497,0,0,1,1,1318.797286
0,1326.519,1325.702,1305.35805,0,1317.05345,0,1295.96753,0,0,1,1,1326.419476
0,1325.691,1302.774,1304.9595,1,1318.15255,1,1295.5028,0,0,1,1,1323.518381
0,1302.756,1303.651,1303.48235,0,1318.9818,1,1295.00714,0,0,1,1,1302.857524
0,1303.685,1295.015,1303.09925,1,1319.7272,1,1294.389025,0,0,1,1,1302.828524
0,1293.798,1291.572,1302.3609,1,1320.368683,1,1293.758095,1,0,1,1,1294.687095
0,1291.555,1289.487,1301.6235,1,1320.78655,1,1293.1853,1,0,1,1,1291.373429
1,1289.495,1284.75,1301.43915,1,1321.1548,1,1292.63634,1,0,1,1,1289.035857
0,1284.745,1283.971,1300.9685,1,1321.337317,1,1292.154285,1,0,1,1,1284.67581
0,1283.943,1291.447,1300.37005,1,1321.29195,1,1291.64299,1,0,1,1,1284.683
0,1291.487,1302.328,1300.71705,0,1321.28575,1,1291.09774,0,0,1,1,1292.483286
0,1302.353,1304.128,1301.7737,0,1321.3182,1,1290.65063,0,0,1,1,1302.499429
0,1304.138,1296.476,1302.4438,1,1321.087267,1,1290.287465,0,0,1,1,1303.399238
0,1296.431,1295.994,1303.01495,1,1320.636483,1,1289.81418,0,0,1,1,1296.430095
0,1296.035,1291.707,1302.6657,1,1320.099233,1,1289.329355,0,0,1,1,1295.585714
0,1291.677,1284.027,1302.0572,1,1319.61995,1,1288.815805,1,0,1,1,1290.975571
0,1284.065,1299.055,1301.3309,1,1319.156033,1,1288.480655,0,0,1,1,1285.458238
0,1300.151,1300.34,1300.79535,1,1318.79535,1,1288.157665,0,0,1,1,1299.177381
0,1300.335,1310.991,1300.26145,0,1318.409317,1,1288.07697,0,0,1,1,1301.354381
0,1310.926,1307.326,1299.89485,0,1318.190867,1,1287.988335,0,0,1,1,1310.641952
0,1307.391,1290.35,1299.3618,1,1317.720217,1,1287.79116,0,0,1,1,1305.709238
0,1290.33,1290.875,1297.55455,1,1316.874783,1,1287.6823,0,0,1,1,1290.4
0,1290.875,1287.637,1295.8132,1,1316.21185,1,1287.587645,0,0,1,1,1290.566619
0,1289.056,1283.347,1295.05635,1,1315.484367,1,1287.165795,1,0,1,1,1287.228429
0,1283.288,1295.609,1294.04115,0,1314.77845,1,1286.816465,0,0,1,1,1284.51481
0,1295.63,1294.971,1294.07085,0,1314.06945,1,1286.66534,0,0,1,1,1295.548238
0,1294.93,1305.293,1294.2408,0,1313.142383,1,1286.5447,0,0,1,1,1295.954048
0,1305.295,1296.983,1295.0311,0,1312.626067,1,1286.395075,0,0,1,1,1304.501571
0,1297.047,1292.797,1295.64275,1,1311.975317,1,1286.234125,0,0,1,1,1296.584333
0,1292.146,1292.706,1296.08405,1,1311.027267,1,1286.037025,0,0,1,1,1292.788333
1,1292.657,1293.413,1296.147,1,1310.248183,1,1285.884155,0,0,1,1,1292.773333
1,1293.348,1294.692,1295.70125,1,1309.501983,1,1285.67786,0,0,1,1,1293.53481
1,1294.753,1291.623,1295.22945,1,1308.7407,1,1285.435255,0,0,1,1,1294.399714
1,1291.569,1294.151,1294.9868,1,1307.806983,1,1285.263345,0,0,1,1,1291.863762
1,1294.093,1291.829,1294.89465,1,1306.606133,1,1285.27829,0,0,1,1,1293.929857
1,1292.153,1291.398,1294.90075,1,1305.246933,1,1285.16085,0,0,1,1,1291.787952
1,1291.412,1292.415,1295.2693,1,1303.732267,1,1285.04038,0,0,1,1,1291.494857
1,1292.351,1263.301,1294.9373,1,1302.1639,1,1284.80633,1,0,1,1,1289.642238
1,1263.405,1257.501,1293.08535,1,1300.446833,1,1284.5262,1,0,1,1,1262.748619
1,1257.547,1256.875,1290.41085,1,1298.8028,1,1284.19502,1,0,1,1,1257.441381
1,1256.925,1248.394,1287.8883,1,1297.610767,1,1283.835535,1,0,1,1,1256.067286
1,1249.546,1247.094,1285.7905,1,1296.234367,1,1283.55745,1,0,1,1,1248.27019
1,1247.032,1245.035,1283.60145,1,1294.791383,1,1283.34319,1,0,1,1,1246.897905
1,1244.995,1245.38,1281.47135,1,1293.336683,1,1283.213425,1,0,0,1,1245.067857
1,1245.339,1244.315,1279.573,1,1292.2378,1,1283.07117,1,0,0,1,1245.278571
1,1244.323,1252.819,1277.0083,1,1291.146683,1,1282.97469,1,0,0,1,1245.124905
1,1252.817,1252.751,1274.9007,1,1290.255,1,1282.862175,1,0,0,1,1252.812524
1,1251.751,1254.023,1272.2736,1,1289.581283,1,1282.727155,1,0,0,1,1252.872143
1,1254.032,1252.173,1270.1256,1,1288.912283,1,1282.40858,1,0,0,1,1253.84681
1,1252.176,1259.874,1268.0944,1,1288.182833,1,1282.13315,1,0,0,1,1252.906429
1,1259.869,1261.421,1266.4528,1,1287.772283,1,1281.852795,1,0,0,1,1260.021333
1,1261.405,1272.777,1264.8532,0,1287.442717,1,1281.639545,1,0,0,1,1262.502524
1,1272.787,1276.655,1263.75745,0,1287.143567,1,1281.326295,1,0,0,1,1273.146333
1,1276.246,1278.267,1263.00905,0,1287.0036,1,1281.05635,1,0,0,1,1276.808524
1,1278.287,1272.095,1262.21485,0,1286.591733,1,1280.683475,1,0,0,1,1277.67919
1,1272.09,1270.988,1261.22815,0,1286.062033,1,1280.290915,1,0,0,1,1271.989571
1,1271.032,1278.625,1260.20765,0,1285.602617,1,1279.93918,1,0,0,1,1271.715333
1,1278.609,1314.573,1259.51815,0,1285.0836,0,1279.7466,0,0,0,1,1282.048619
1,1314.57,1314.381,1262.08175,0,1285.14285,0,1279.60152,0,0,0,1,1314.554714
1,1313.74,1313.61,1264.92575,0,1285.07715,0,1279.477595,0,0,0,1,1314.307571
1,1313.584,1314.205,1267.7625,0,1285.0042,0,1279.432785,0,0,0,1,1313.666667
1,1314.196,1318.327,1271.05305,0,1284.799367,0,1279.44976,0,0,0,1,1314.597571
1,1318.342,1318.479,1274.6147,0,1284.67645,0,1279.472335,0,0,0,1,1318.341476
1,1318.478,1315.865,1278.2869,0,1284.9382,0,1279.47606,0,0,0,1,1318.230048
1,1315.883,1314.142,1281.81115,0,1285.141767,0,1279.48342,0,0,1,1,1315.700905
0,1314.434,1314.954,1285.3025,0,1285.46055,0,1279.469465,0,0,1,1,1314.219333
0,1314.952,1326.451,1288.40925,0,1285.85025,0,1279.55453,0,1,1,1,1316.048952
0,1326.453,1325.584,1292.09425,0,1286.466317,0,1279.74518,0,1,1,1,1326.368429
0,1325.544,1325.694,1295.6723,0,1287.146883,0,1279.93792,0,1,1,1,1325.594476
0,1325.687,1319.899,1299.34835,0,1287.842267,0,1280.1253,0,1,1,1,1325.142095
0,1319.891,1320.087,1302.3496,0,1288.316467,0,1280.388205,0,1,1,1,1319.916905
0,1319.93,1317.476,1305.2829,0,1288.61245,0,1280.551,0,1,1,1,1319.838333
0,1317.48,1317.999,1307.51785,0,1288.834917,0,1280.705975,0,1,1,1,1317.52581
0,1317.997,1318.045,1309.58505,0,1289.193633,0,1280.85033,0,1,1,1,1318.003381
0,1318.045,1327.12,1311.57395,0,1289.56115,0,1281.045425,0,1,1,1,1318.909286
0,1327.029,1336.214,1314.3252,0,1290.151367,0,1281.35579,0,1,1,1,1327.986095
0,1336.24,1336.661,1317.5865,0,1291.02115,0,1281.662865,0,1,1,1,1336.256571
0,1337.929,1338.757,1320.4883,0,1291.647917,0,1282.121595,0,1,1,1,1336.860619
0,1338.765,1308.938,1321.6975,1,1292.2882,0,1282.44559,0,1,1,1,1335.917095
0,1308.895,1295.5,1321.42535,1,1292.253983,0,1282.708915,0,1,1,1,1307.65819
0,1295.471,1299.318,1320.51985,1,1292.056883,0,1283.00253,0,1,1,1,1295.863619
0,1299.319,1319.741,1319.7755,1,1292.20635,0,1283.336885,0,1,1,1,1301.263048
0,1319.744,1310.683,1319.8462,1,1292.68745,0,1283.673115,0,1,1,1,1318.878333
0,1309.526,1310.655,1319.4564,1,1293.07155,0,1284.03492,0,1,1,1,1310.680333
0,1310.615,1311.106,1319.1959,1,1293.526683,0,1284.36984,0,1,1,1,1310.697952
0,1311.031,1307.666,1319.0441,1,1293.784967,0,1284.65284,0,1,1,1,1310.778381
1,1307.717,1304.222,1318.6797,1,1293.99655,0,1284.934085,0,1,1,1,1307.338
0,1304.199,1292.989,1317.56825,1,1293.9787,1,1285.28417,0,1,1,1,1303.15219
0,1293,1305.103,1315.9385,1,1293.912133,0,1285.68689,0,1,1,1,1294.142714
0,1306.776,1305.893,1314.90895,1,1294.117233,0,1286.026735,0,1,1,1,1305.178238
0,1305.876,1304.19,1314.20865,1,1294.337017,0,1286.41719,0,1,1,1,1305.73081
0,1304.207,1299.379,1313.4138,1,1294.516633,0,1286.77328,0,1,1,1,1303.73181
1,1299.382,1295.654,1312.50895,1,1294.59475,0,1287.11069,0,1,1,1,1299.024238
0,1295.644,1282.985,1311.3917,1,1294.661933,1,1287.331895,1,1,1,1,1294.447429
0,1282.947,1293.807,1309.6387,1,1294.475833,1,1287.495705,0,1,1,1,1284.015667
0,1293.263,1294.13,1307.97305,1,1294.5088,1,1287.696485,0,1,1,1,1293.837762
0,1294.089,1288.583,1305.86885,1,1294.554333,1,1288.00048,0,1,1,1,1293.601714
0,1288.577,1288.416,1303.46495,1,1294.490467,1,1288.25139,0,1,1,1,1288.567095
0,1288.407,1306.028,1300.9479,0,1294.90905,0,1288.601975,0,1,1,1,1290.093333
0,1306.043,1311.253,1300.8024,0,1295.717833,0,1288.957095,0,1,1,1,1306.525619
0,1311.255,1309.405,1301.59005,0,1296.624133,0,1289.335235,0,1,1,1,1311.077
0,1308.235,1309.56,1302.0944,0,1297.640983,0,1289.787285,0,1,1,1,1309.419762
0,1309.576,1307.672,1301.58535,0,1298.682083,0,1290.36764,0,1,1,1,1309.38019
0,1307.683,1308.768,1301.4348,0,1299.726033,0,1290.901075,0,1,1,1,1307.776381
0,1308.607,1311.684,1301.34045,0,1300.7825,0,1291.440155,0,1,1,1,1309.045714
0,1311.703,1312.977,1301.36935,0,1301.905317,0,1292.013015,0,0,1,1,1311.807143
0,1312.985,1304.516,1301.6349,0,1302.90795,0,1292.51651,0,0,1,1,1312.17119
0,1302.543,1301.79,1301.6496,0,1303.7707,1,1293.013995,0,0,1,1,1304.256381
0,1301.787,1298.163,1302.08965,1,1304.566817,1,1293.45936,0,0,1,1,1301.444571
0,1298.147,1294.778,1301.74265,1,1305.333317,1,1293.872605,0,0,1,1,1297.840619
1,1294.644,1290.21,1301.1869,1,1305.91505,1,1294.257015,1,0,1,1,1294.342952
1,1290.203,1277.741,1300.4879,1,1306.394867,1,1294.65339,1,0,1,1,1289.022476
1,1277.707,1280.615,1299.406,1,1306.4776,1,1295.031835,1,0,1,1,1278.014714
1,1280.196,1277.201,1298.65405,1,1306.5436,1,1295.38819,1,0,1,1,1280.289857
1,1277.289,1275.976,1298.36485,1,1306.525833,1,1295.64951,1,0,1,1,1277.084333
1,1275.948,1280.925,1297.4733,1,1306.590517,1,1295.874505,1,0,1,1,1276.447333
0,1280.895,1283.455,1296.81305,1,1306.756133,1,1296.121315,1,0,1,1,1281.165952
0,1283.464,1290.457,1296.55665,1,1306.836633,1,1296.385285,1,0,1,1,1284.121857
0,1290.446,1287.076,1296.6587,1,1306.4347,1,1296.6741,1,0,0,1,1290.135
0,1286.703,1286.702,1295.7111,1,1305.979617,1,1296.976505,1,0,0,1,1287.040381
0,1286.594,1286.444,1294.48355,1,1305.53115,1,1297.264425,1,0,0,1,1286.677429
0,1286.411,1266.962,1293.3355,1,1305.068467,1,1297.36163,1,0,0,1,1284.588571
0,1266.922,1269.12,1291.2056,1,1304.212383,1,1297.46413,1,0,0,1,1267.167524
0,1269.132,1258.941,1289.278,1,1303.389733,1,1297.488375,1,0,0,1,1268.150571
0,1258.904,1268.738,1286.78665,1,1302.441,1,1297.615355,1,0,0,1,1259.874048
0,1267.819,1266.736,1284.63935,1,1301.684267,1,1297.74413,1,0,0,1,1268.547333
0,1266.715,1256.021,1282.3273,1,1300.880633,1,1297.81366,1,0,0,1,1265.715524
0,1256.019,1254.954,1279.90255,1,1299.7068,1,1297.823665,1,0,0,1,1255.919381
0,1254.912,1248.86,1277.56075,1,1298.529633,1,1297.78673,1,0,0,1,1254.373619
0,1248.943,1240.382,1275.0956,1,1297.249067,1,1297.71194,1,0,0,0,1248.052571
0,1240.391,1229.061,1272.3758,1,1295.923783,1,1297.64269,1,0,0,0,1239.30381
0,1227.423,1228.172,1269.31835,1,1294.406683,1,1297.598395,1,0,0,0,1228.976333
0,1228.16,1233.345,1266.8399,1,1292.918283,1,1297.45176,1,0,0,0,1228.664667
0,1233.371,1235.132,1264.4764,1,1291.507383,1,1297.28226,1,0,0,0,1233.51519
0,1235.124,1219.823,1262.37295,1,1290.1255,1,1297.00475,1,0,0,0,1233.674
0,1219.824,1224.925,1259.5653,1,1288.337217,1,1296.83879,1,0,0,0,1220.308905
0,1224.933,1215.261,1256.7653,1,1286.4824,1,1296.652035,1,0,0,0,1224.004619
1,1215.058,1216.053,1253.3556,1,1284.459067,1,1296.399415,1,0,0,0,1215.336429
0,1216.097,1214.915,1249.6354,1,1282.414,1,1296.250105,1,0,0,0,1215.944619
0,1214.959,1221.866,1246.02735,1,1280.84695,1,1296.141045,1,0,0,0,1215.577
0,1221.842,1215.673,1242.78555,1,1279.619717,1,1296.001085,1,0,0,0,1221.27619
0,1215.648,1222.729,1239.247,1,1278.225633,1,1295.81595,1,0,0,0,1216.345
0,1222.727,1217.77,1237.03535,1,1276.608767,1,1295.639705,1,0,0,0,1222.256714
0,1218.068,1216.772,1234.46785,1,1275.060217,1,1295.42893,1,0,0,0,1217.674952
1,1216.756,1216.479,1232.3594,1,1273.4955,1,1295.228695,1,0,0,0,1216.744095
0,1216.412,1207.941,1229.74645,1,1271.918383,1,1294.9359,1,0,0,0,1215.665857
0,1208.017,1215.129,1226.8067,1,1270.2563,1,1294.674585,1,0,0,0,1208.625571
0,1215.128,1213.431,1224.7621,1,1268.771417,1,1294.372745,1,0,0,0,1214.967286
0,1213.391,1190.76,1222.68595,1,1267.44545,1,1293.89308,1,0,0,0,1211.271857
0,1190.854,1186.247,1219.78095,1,1265.539733,1,1293.36522,1,0,0,0,1190.33019
0,1186.304,1206.624,1217.0742,1,1263.545633,1,1292.896435,1,0,0,0,1188.187667
0,1206.668,1210.126,1215.95235,1,1261.919533,1,1292.357145,1,0,0,0,1206.957524
0,1210.142,1219.706,1215.05005,0,1260.431983,1,1291.83806,1,0,0,0,1211.038381
0,1219.757,1223.499,1214.3681,0,1259.166183,1,1291.31441,1,0,0,0,1220.067238
0,1223.508,1222.642,1213.78645,0,1258.17475,1,1290.8253,1,0,0,0,1223.417381
0,1222.625,1230.841,1213.9274,0,1256.988667,1,1290.420195,1,0,0,0,1223.422857
0,1230.855,1235.312,1214.2232,0,1255.93385,1,1289.993275,1,0,0,0,1231.26681
0,1235.284,1229.149,1215.22575,0,1255.046,1,1289.52151,1,0,0,0,1234.725048
0,1229.167,1240.227,1215.88055,0,1254.058217,1,1289.102155,1,0,0,0,1230.204048
0,1240.238,1238.55,1217.14615,0,1252.961533,1,1288.61708,1,0,0,0,1240.067286
0,1238.458,1238.114,1217.98035,0,1251.749817,1,1288.10227,1,0,0,0,1238.508476
0,1238.717,1234.676,1219.1024,0,1250.561633,1,1287.622395,1,0,0,0,1237.786571
0,1234.672,1245.645,1219.69975,0,1249.313567,1,1287.19419,1,0,0,0,1235.720667
0,1245.659,1248.466,1221.0935,0,1248.279783,0,1286.80801,1,0,0,0,1245.913667
0,1248.443,1242.522,1222.6782,0,1247.27475,1,1286.329875,1,0,0,0,1247.899905
0,1242.529,1231.391,1223.98035,0,1246.12205,1,1285.733855,1,0,0,0,1241.461905
0,1231.345,1230.89,1225.15285,0,1244.762283,1,1285.206945,1,0,0,0,1231.343286
0,1230.386,1227.962,1225.9409,0,1243.535183,1,1284.666615,1,0,0,0,1230.611143
0,1227.974,1226.187,1226.66745,1,1242.304717,1,1284.04915,1,0,0,0,1227.792952
0,1226.19,1228.959,1228.4388,0,1241.105117,1,1283.49669,1,0,0,0,1226.451
0,1229.015,1212.64,1230.5744,1,1240.008133,1,1282.868965,1,0,0,0,1227.40481
0,1212.634,1200.059,1230.8752,1,1238.7153,1,1282.167415,1,0,0,0,1211.44181
1,1200.072,1172.643,1230.37185,1,1237.4206,1,1281.2924,1,0,0,0,1197.447952
1,1170.878,1166.168,1228.0187,1,1235.621067,1,1280.29223,1,0,0,0,1172.026333
1,1166.154,1165.265,1225.15215,1,1233.770517,1,1279.25165,1,0,0,0,1166.082
1,1165.276,1169.003,1222.2833,1,1231.925333,1,1278.185275,1,0,0,0,1165.621
1,1168.996,1143.324,1219.1914,1,1230.059967,1,1276.96931,1,0,0,0,1166.557381
1,1143.323,1140.413,1214.592,1,1227.72445,1,1275.83975,1,0,0,0,1143.046762
1,1140.589,1177.038,1210.1552,1,1225.223717,1,1274.944225,1,0,0,0,1143.901095
1,1177.63,1170.32,1206.99575,1,1223.38975,1,1274.15384,1,0,0,0,1176.39819
1,1170.324,1155.42,1203.58425,1,1221.45005,1,1273.27605,1,0,0,0,1168.900952
1,1155.417,1161.602,1199.44955,1,1219.266317,1,1272.415695,1,0,0,0,1156.008762
1,1161.574,1159.012,1195.79585,1,1217.510317,1,1271.54917,1,0,0,0,1161.355333
1,1159.017,1160.895,1191.4642,1,1215.675183,1,1270.79708,1,0,0,0,1159.191333
1,1160.859,1188.56,1187.08565,0,1214.041083,1,1270.19097,1,0,0,0,1163.529762
1,1186.192,1182.133,1184.38755,1,1212.704783,1,1269.570035,1,0,0,0,1187.947905
1,1182.127,1186.276,1181.92465,0,1211.294733,1,1269.035545,1,0,0,0,1182.527571
1,1186.291,1195.135,1179.69395,0,1210.132317,1,1268.540405,1,0,0,0,1187.119714
1,1195.114,1182.007,1178.0526,0,1209.135333,1,1267.97074,1,0,0,0,1193.884714
1,1182.15,1193.06,1175.8436,0,1208.021117,1,1267.513505,1,0,0,0,1183.059667
1,1192.915,1201.15,1174.04865,0,1207.232417,1,1267.11328,1,0,0,0,1193.830476
1,1200.015,1201.499,1173.47415,0,1206.767233,1,1266.667145,1,0,0,0,1201.183238
1,1201.339,1197.13,1173.54615,0,1206.322683,1,1266.22753,1,0,0,0,1201.082905
1,1197.246,1201.136,1174.7705,0,1205.7191,1,1265.718315,1,0,0,0,1197.511524
1,1201.289,1197.663,1176.5189,0,1205.1525,1,1265.187245,1,0,0,0,1200.805238
1,1197.561,1189.211,1178.1388,0,1204.783167,1,1264.640535,1,0,0,0,1196.858048
1,1189.328,1166.04,1179.1492,1,1204.187933,1,1263.921905,1,0,0,0,1187.004238
0,1159.46,1150.508,1180.285,1,1203.367583,1,1263.119355,1,0,0,0,1164.560762
0,1150.713,1205.809,1180.78975,0,1202.275167,0,1262.556785,1,0,0,0,1155.774762
0,1205.663,1197.704,1182.2283,0,1202.1234,1,1261.95537,1,0,0,0,1205.037095
0,1197.653,1208.022,1183.5975,0,1201.7207,0,1261.363005,1,0,0,0,1198.686667
0,1207.911,1204.318,1186.2276,0,1201.593183,0,1260.756085,1,0,0,0,1207.669238
0,1204.166,1191.582,1188.3634,0,1201.286333,1,1260.200125,1,0,0,0,1203.105048
0,1189.784,1189.18,1189.9919,1,1200.849867,1,1259.62777,1,0,0,0,1191.353238
0,1189.035,1202.931,1191.40615,0,1200.39,0,1259.16735,1,0,0,0,1190.489619
0,1203.07,1229.087,1192.1247,0,1200.1642,0,1258.854925,1,0,0,0,1205.422048
0,1229.124,1229.488,1194.4724,0,1200.516633,0,1258.55493,1,0,0,0,1229.12519
0,1229.425,1226.534,1196.633,0,1200.75595,0,1258.26385,1,0,0,0,1229.206667
0,1226.623,1222.111,1198.20295,0,1200.974333,0,1257.95455,1,0,0,0,1226.112762
0,1220.294,1221.797,1200.20815,0,1201.49685,0,1257.6063,1,0,0,0,1222.081095
0,1221.901,1198.566,1201.645,1,1202.08935,1,1257.08749,1,0,0,0,1219.584524
0,1198.597,1197.603,1201.5158,1,1201.95505,1,1256.554865,1,0,0,0,1198.474286
0,1197.487,1190.198,1201.321,1,1201.746333,1,1256.023475,1,0,0,0,1196.897762
0,1190.207,1196.586,1200.9744,1,1201.254533,1,1255.526435,1,0,0,0,1190.806381
0,1196.446,1194.938,1200.7469,1,1200.805983,1,1255.04259,1,0,0,0,1196.429048
1,1194.8,1195.459,1200.61065,1,1200.34425,1,1254.59975,1,1,0,0,1194.987619
1,1195.505,1173.902,1200.92305,1,1199.75455,1,1253.973985,1,1,0,0,1193.405952
1,1173.776,1178.224,1201.31615,1,1198.73105,1,1253.363405,1,1,0,0,1174.313619
1,1178.24,1174.269,1202.70195,1,1197.8823,1,1252.679795,1,1,0,0,1177.847333
0,1174.428,1176.979,1201.12495,1,1196.783,1,1252.02806,1,1,0,0,1174.527095
0,1176.987,1195.241,1200.0887,1,1195.756817,1,1251.552515,1,1,0,0,1178.718238
1,1193.453,1193.771,1199.44965,1,1195.042267,1,1251.066995,1,1,0,0,1195.101
0,1193.792,1181.663,1198.9223,1,1194.360517,1,1250.537125,1,1,0,0,1192.617857
1,1181.775,1199.411,1198.42635,0,1193.29415,0,1250.117445,1,1,0,0,1183.353286
1,1199.384,1182.601,1198.9379,1,1192.476567,1,1249.552405,1,1,0,0,1197.810048
1,1183.385,1186.728,1197.9214,1,1191.477883,1,1249.01119,1,1,0,0,1182.994048
1,1186.681,1187.639,1195.80345,1,1190.7335,1,1248.42292,1,1,0,0,1186.814762
1,1187.959,1183.835,1193.711,1,1190.01265,1,1247.85718,1,1,0,0,1187.276714
1,1183.874,1203.233,1191.57605,0,1189.2772,0,1247.40936,1,1,0,0,1185.682429
1,1203.123,1216.075,1190.63215,0,1188.894633,0,1247.026205,1,1,0,0,1204.456048
1,1216.175,1212.314,1190.34605,0,1188.6799,0,1246.62071,1,1,0,0,1215.71681
